timestamp,source_node,target_node,relationship,protocol,port,source_tier,target_tier,privilege_delta,bytes_transferred,duration_sec,failed_auth_count,is_off_hours,is_lateral_movement,attack_campaign
2026-08-01 09:04:00,ws-finance-04,bastion-rdp-01,CAN_RDP_TO,RDP,3389,3,1,2,19295.6,4.22,0,1,0,None
2026-08-01 09:04:00,edge-vpn-gw,firewall-internal,TRAFFIC_ROUTED,TCP,443,2,2,0,8386.5,28.52,0,1,0,None
2026-08-01 09:05:00,ws-ops-02,srv-file-smb,SMB_SHARE_MOUNT,SMB,445,3,1,2,4486.4,7.95,0,1,0,None
2026-08-01 09:07:00,ws-dev-02,srv-git-enterprise,GIT_SSH_ACCESS,SSH,22,3,1,2,133.4,31.69,0,1,0,None
2026-08-01 09:10:00,ws-dev-02,srv-file-smb,SMB_SHARE_MOUNT,SMB,445,3,1,2,11261.2,5.68,0,1,0,None
2026-08-01 09:12:00,ws-hr-04,edge-dmz-proxy,HTTP_PROXY,HTTPS,443,3,2,1,560.9,9.76,0,1,0,None
2026-08-01 09:12:00,ws-finance-06,edge-dmz-proxy,HTTP_PROXY,HTTPS,443,3,2,1,765.6,7.57,0,1,0,None
2026-08-01 09:16:00,ws-hr-03,ws-hr-04,LAN_PEER_CONNECTION,SMB/RPC,445,3,3,0,11674.2,15.67,0,1,0,None
2026-08-01 09:17:00,ws-finance-05,edge-dmz-proxy,HTTP_PROXY,HTTPS,443,3,2,1,1987.2,10.88,0,1,0,None
2026-08-01 09:17:00,ws-ops-01,bastion-ssh-01,CAN_SSH_TO,SSH,22,3,1,2,1119.8,23.1,0,1,0,None
2026-08-01 09:19:00,ws-ops-03,sec-siem-collector,HTTPS_MGMT,TCP,443,3,1,2,102467.8,31.58,0,1,0,None
2026-08-01 09:20:00,ws-hr-02,srv-file-smb,SMB_SHARE_MOUNT,SMB,445,3,1,2,3506.0,16.87,0,1,0,None
2026-08-01 09:20:00,ws-hr-01,srv-file-smb,SMB_SHARE_MOUNT,SMB,445,3,1,2,437.8,5.65,0,1,0,None
2026-08-01 09:23:00,ws-ops-03,ws-ops-04,LAN_PEER_CONNECTION,SMB/RPC,445,3,3,0,1161.0,5.3,0,1,0,None
2026-08-01 09:24:00,ws-sales-01,edge-dmz-proxy,HTTP_PROXY,HTTPS,443,3,2,1,1640.4,35.02,0,1,0,None
2026-08-01 09:24:00,dc-corp-primary,dc-corp-backup,AD_REPLICATION,TCP,443,0,0,0,1682.9,6.28,0,1,0,None
2026-08-01 09:30:00,ws-sales-02,edge-dmz-proxy,HTTP_PROXY,HTTPS,443,3,2,1,5919.2,9.98,0,1,0,None
2026-08-01 09:32:00,ws-exec-01,ws-exec-02,LAN_PEER_CONNECTION,SMB/RPC,445,3,3,0,109.3,1.54,0,1,0,None
2026-08-01 09:33:00,ws-dev-06,srv-git-enterprise,GIT_SSH_ACCESS,SSH,22,3,1,2,2015.8,34.49,0,1,0,None
2026-08-01 09:34:00,ws-hr-03,srv-file-smb,SMB_SHARE_MOUNT,SMB,445,3,1,2,4054.6,12.66,1,1,0,None
2026-08-01 09:35:00,ws-dev-04,ws-dev-05,LAN_PEER_CONNECTION,SMB/RPC,445,3,3,0,1171.2,23.47,0,1,0,None
2026-08-01 09:36:00,ws-ops-02,sec-siem-collector,HTTPS_MGMT,TCP,443,3,1,2,6331.3,17.13,0,1,0,None
2026-08-01 09:36:00,ws-dev-05,srv-file-smb,SMB_SHARE_MOUNT,SMB,445,3,1,2,4966.4,15.14,0,1,0,None
2026-08-01 09:36:00,ws-dev-05,edge-dmz-proxy,HTTP_PROXY,HTTPS,443,3,2,1,4189.3,34.43,0,1,0,None
2026-08-01 09:37:00,ws-dev-05,srv-file-smb,SMB_SHARE_MOUNT,SMB,445,3,1,2,1896.1,10.38,1,1,0,None
2026-08-01 09:39:00,app-api-gateway,db-cust-sql,SQL_QUERY_CLIENT,TCP,443,1,0,1,10325.1,5.7,0,1,0,None
2026-08-01 09:39:00,ws-finance-05,edge-dmz-proxy,HTTP_PROXY,HTTPS,443,3,2,1,8156.5,6.35,0,1,0,None
2026-08-01 09:41:00,ws-dev-03,bastion-ssh-01,CAN_SSH_TO,SSH,22,3,1,2,19020.4,5.61,0,1,0,None
2026-08-01 09:43:00,ws-finance-01,edge-dmz-proxy,HTTP_PROXY,HTTPS,443,3,2,1,80696.7,26.82,0,1,0,None
2026-08-01 09:43:00,ws-finance-05,srv-file-smb,SMB_SHARE_MOUNT,SMB,445,3,1,2,1213.0,17.55,0,1,0,None
2026-08-01 09:44:00,ws-ops-03,sec-siem-collector,HTTPS_MGMT,TCP,443,3,1,2,1339.2,36.33,0,1,0,None
2026-08-01 09:44:00,ws-hr-04,srv-file-smb,SMB_SHARE_MOUNT,SMB,445,3,1,2,6169.1,3.27,0,1,0,None
2026-08-01 09:44:00,ws-dev-03,srv-git-enterprise,GIT_SSH_ACCESS,SSH,22,3,1,2,20738.1,4.96,0,1,0,None
2026-08-01 09:45:00,ws-hr-03,ws-hr-04,LAN_PEER_CONNECTION,SMB/RPC,445,3,3,0,10157.7,23.13,0,1,0,None
2026-08-01 09:46:00,ws-ops-02,ws-ops-03,LAN_PEER_CONNECTION,SMB/RPC,445,3,3,0,3741.1,3.33,0,1,0,None
2026-08-01 09:48:00,ws-finance-02,bastion-rdp-01,CAN_RDP_TO,RDP,3389,3,1,2,6797.7,7.34,0,1,0,None
2026-08-01 09:50:00,bastion-rdp-01,dc-corp-primary,ADMINS_ON,Kerberos/RPC,135,1,0,1,1427.3,1.76,0,1,0,None
2026-08-01 09:51:00,app-api-gateway,db-cust-sql,SQL_QUERY_CLIENT,TCP,443,1,0,1,3707.7,5.87,0,1,0,None
2026-08-01 09:54:00,ws-hr-02,edge-dmz-proxy,HTTP_PROXY,HTTPS,443,3,2,1,166.0,11.54,0,1,0,None
2026-08-01 09:57:00,ws-hr-02,srv-file-smb,SMB_SHARE_MOUNT,SMB,445,3,1,2,12026.6,56.54,0,1,0,None
2026-08-01 09:58:00,entra-id-sync,dc-corp-primary,LDAP_SYNC,TCP,443,1,0,1,810.5,37.77,0,1,0,None
2026-08-01 10:01:00,ws-exec-03,edge-dmz-proxy,HTTP_PROXY,HTTPS,443,3,2,1,48654.8,4.08,0,1,0,None
2026-08-01 10:06:00,ws-ops-04,srv-file-smb,SMB_SHARE_MOUNT,SMB,445,3,1,2,2660.7,20.34,0,1,0,None
2026-08-01 10:08:00,ws-hr-01,ws-hr-02,LAN_PEER_CONNECTION,SMB/RPC,445,3,3,0,1543.3,5.49,0,1,0,None
2026-08-01 10:13:00,ws-exec-03,ws-exec-04,LAN_PEER_CONNECTION,SMB/RPC,445,3,3,0,5229.5,24.66,0,1,0,None
2026-08-01 10:15:00,ws-exec-03,bastion-rdp-01,CAN_RDP_TO,RDP,3389,3,1,2,2661.1,13.76,0,1,0,None
2026-08-01 10:18:00,ws-dev-04,ws-dev-05,LAN_PEER_CONNECTION,SMB/RPC,445,3,3,0,9013.2,56.64,1,1,0,None
2026-08-01 10:19:00,ws-sales-03,ws-sales-04,LAN_PEER_CONNECTION,SMB/RPC,445,3,3,0,554.3,21.59,0,1,0,None
2026-08-01 10:20:00,bastion-ssh-01,cloud-kms-vault,SSH_KEY_AUTH,TCP,443,1,0,1,25345.3,5.81,0,1,0,None
2026-08-01 10:23:00,ws-finance-03,ws-finance-04,LAN_PEER_CONNECTION,SMB/RPC,445,3,3,0,40843.7,15.57,0,1,0,None
2026-08-01 10:24:00,ws-dev-01,srv-git-enterprise,GIT_SSH_ACCESS,SSH,22,3,1,2,19864.2,6.69,0,1,0,None
2026-08-01 10:24:00,ws-hr-01,ws-hr-02,LAN_PEER_CONNECTION,SMB/RPC,445,3,3,0,22926.7,4.8,0,1,0,None
2026-08-01 10:25:00,ws-dev-03,bastion-ssh-01,CAN_SSH_TO,SSH,22,3,1,2,722.9,7.69,0,1,0,None
2026-08-01 10:26:00,ws-hr-01,ws-hr-02,LAN_PEER_CONNECTION,SMB/RPC,445,3,3,0,16630.8,13.55,0,1,0,None
2026-08-01 10:26:00,ws-exec-04,bastion-rdp-01,CAN_RDP_TO,RDP,3389,3,1,2,1144.0,3.97,0,1,0,None
2026-08-01 10:26:00,ws-dev-04,srv-git-enterprise,GIT_SSH_ACCESS,SSH,22,3,1,2,1492.8,1.02,0,1,0,None
2026-08-01 10:28:00,ws-dev-06,srv-file-smb,SMB_SHARE_MOUNT,SMB,445,3,1,2,7214.4,46.67,0,1,0,None
2026-08-01 10:31:00,ws-dev-02,ws-dev-03,LAN_PEER_CONNECTION,SMB/RPC,445,3,3,0,8056.0,39.16,0,1,0,None
2026-08-01 10:32:00,bastion-rdp-01,dc-corp-backup,ADMINS_ON,Kerberos/RPC,135,1,0,1,3164.9,1.63,0,1,0,None
2026-08-01 10:35:00,ws-ops-04,srv-file-smb,SMB_SHARE_MOUNT,SMB,445,3,1,2,73482.3,2.89,0,1,0,None
2026-08-01 10:39:00,ws-exec-02,ws-exec-03,LAN_PEER_CONNECTION,SMB/RPC,445,3,3,0,60511.7,28.66,0,1,0,None
2026-08-01 10:40:00,ws-hr-03,edge-dmz-proxy,HTTP_PROXY,HTTPS,443,3,2,1,65257.7,12.36,0,1,0,None
2026-08-01 10:41:00,ws-finance-05,bastion-rdp-01,CAN_RDP_TO,RDP,3389,3,1,2,25927.6,50.59,0,1,0,None
2026-08-01 10:41:00,ws-finance-04,ws-finance-05,LAN_PEER_CONNECTION,SMB/RPC,445,3,3,0,96184.9,12.57,0,1,0,None
2026-08-01 10:42:00,ws-dev-04,edge-dmz-proxy,HTTP_PROXY,HTTPS,443,3,2,1,3244.5,14.94,0,1,0,None
2026-08-01 10:43:00,ws-dev-04,bastion-ssh-01,CAN_SSH_TO,SSH,22,3,1,2,1229.4,6.29,0,1,0,None
2026-08-01 10:44:00,ws-hr-04,srv-file-smb,SMB_SHARE_MOUNT,SMB,445,3,1,2,1671.2,14.28,0,1,0,None
2026-08-01 10:45:00,ws-exec-03,srv-file-smb,SMB_SHARE_MOUNT,SMB,445,3,1,2,475.1,17.22,0,1,0,None
2026-08-01 10:46:00,ws-dev-02,edge-dmz-proxy,HTTP_PROXY,HTTPS,443,3,2,1,1877.9,5.3,0,1,0,None
2026-08-01 10:47:00,ws-finance-04,bastion-rdp-01,CAN_RDP_TO,RDP,3389,3,1,2,124800.0,10.09,0,1,0,None
2026-08-01 10:49:00,ws-dev-03,srv-file-smb,SMB_SHARE_MOUNT,SMB,445,3,1,2,1861.5,25.13,0,1,0,None
2026-08-01 10:50:00,ws-dev-06,edge-dmz-proxy,HTTP_PROXY,HTTPS,443,3,2,1,24497.1,6.09,1,1,0,None
2026-08-01 10:52:00,ws-dev-03,bastion-ssh-01,CAN_SSH_TO,SSH,22,3,1,2,1475.6,6.39,0,1,0,None
2026-08-01 10:52:00,ws-exec-03,srv-file-smb,SMB_SHARE_MOUNT,SMB,445,3,1,2,2905.3,11.89,1,1,0,None
2026-08-01 10:54:00,ws-sales-01,edge-dmz-proxy,HTTP_PROXY,HTTPS,443,3,2,1,1532.2,5.19,0,1,0,None
2026-08-01 10:55:00,ws-dev-03,bastion-ssh-01,CAN_SSH_TO,SSH,22,3,1,2,3291.8,9.09,0,1,0,None
2026-08-01 10:55:00,ws-finance-03,ws-finance-04,LAN_PEER_CONNECTION,SMB/RPC,445,3,3,0,3662.7,15.37,0,1,0,None
2026-08-01 10:56:00,ws-hr-02,srv-file-smb,SMB_SHARE_MOUNT,SMB,445,3,1,2,1323.1,7.57,0,1,0,None
2026-08-01 10:56:00,dc-corp-primary,dc-corp-backup,AD_REPLICATION,TCP,443,0,0,0,621.4,73.27,0,1,0,None
2026-08-01 10:57:00,ws-sales-04,srv-file-smb,SMB_SHARE_MOUNT,SMB,445,3,1,2,10460.7,46.89,0,1,0,None
2026-08-01 10:58:00,ws-dev-05,edge-dmz-proxy,HTTP_PROXY,HTTPS,443,3,2,1,22025.5,3.07,0,1,0,None
2026-08-01 11:00:00,ws-exec-01,srv-file-smb,SMB_SHARE_MOUNT,SMB,445,3,1,2,665.8,5.07,0,1,0,None
2026-08-01 11:02:00,ws-dev-06,srv-git-enterprise,GIT_SSH_ACCESS,SSH,22,3,1,2,1232.3,18.14,0,1,0,None
2026-08-01 11:03:00,ws-finance-01,bastion-rdp-01,CAN_RDP_TO,RDP,3389,3,1,2,1299.8,7.7,0,1,0,None
2026-08-01 11:03:00,ws-exec-03,ws-exec-04,LAN_PEER_CONNECTION,SMB/RPC,445,3,3,0,1162.4,2.94,0,1,0,None
2026-08-01 11:03:00,ws-hr-02,ws-hr-03,LAN_PEER_CONNECTION,SMB/RPC,445,3,3,0,5352.4,13.16,0,1,0,None
2026-08-01 11:04:00,ws-exec-02,edge-dmz-proxy,HTTP_PROXY,HTTPS,443,3,2,1,6230.1,14.07,0,1,0,None
2026-08-01 11:04:00,ws-finance-03,srv-file-smb,SMB_SHARE_MOUNT,SMB,445,3,1,2,1859.0,18.69,0,1,0,None
2026-08-01 11:05:00,ws-ops-04,sec-siem-collector,HTTPS_MGMT,TCP,443,3,1,2,327.4,31.71,0,1,0,None
2026-08-01 11:07:00,ws-ops-03,ws-ops-04,LAN_PEER_CONNECTION,SMB/RPC,445,3,3,0,6208.3,1.27,0,1,0,None
2026-08-01 11:10:00,ws-finance-06,edge-dmz-proxy,HTTP_PROXY,HTTPS,443,3,2,1,1715.6,33.97,0,1,0,None
2026-08-01 11:12:00,ws-hr-01,edge-dmz-proxy,HTTP_PROXY,HTTPS,443,3,2,1,36238.4,20.47,0,1,0,None
2026-08-01 11:15:00,ws-ops-01,ws-ops-02,LAN_PEER_CONNECTION,SMB/RPC,445,3,3,0,3853.6,7.25,0,1,0,None
2026-08-01 11:17:00,ws-hr-01,ws-hr-02,LAN_PEER_CONNECTION,SMB/RPC,445,3,3,0,8442.6,2.05,0,1,0,None
2026-08-01 11:17:00,ws-finance-06,srv-file-smb,SMB_SHARE_MOUNT,SMB,445,3,1,2,294.9,20.65,0,1,0,None
2026-08-01 11:18:00,ws-hr-02,ws-hr-03,LAN_PEER_CONNECTION,SMB/RPC,445,3,3,0,1304.7,47.75,0,1,0,None
2026-08-01 11:19:00,ws-ops-04,sec-siem-collector,HTTPS_MGMT,TCP,443,3,1,2,36764.6,32.09,0,1,0,None
2026-08-01 11:19:00,ws-dev-05,ws-dev-06,LAN_PEER_CONNECTION,SMB/RPC,445,3,3,0,48330.1,60.95,0,1,0,None
2026-08-01 11:21:00,ws-dev-02,srv-git-enterprise,GIT_SSH_ACCESS,SSH,22,3,1,2,5796.4,4.69,0,1,0,None
2026-08-01 11:22:00,ws-finance-06,bastion-rdp-01,CAN_RDP_TO,RDP,3389,3,1,2,5650.7,6.64,0,1,0,None
2026-08-01 11:22:00,ws-ops-01,edge-dmz-proxy,HTTP_PROXY,HTTPS,443,3,2,1,8180.8,9.49,0,1,0,None
2026-08-01 11:22:00,ws-exec-01,ws-exec-02,LAN_PEER_CONNECTION,SMB/RPC,445,3,3,0,19657.7,16.95,0,1,0,None
2026-08-01 11:22:00,ws-hr-03,ws-hr-04,LAN_PEER_CONNECTION,SMB/RPC,445,3,3,0,2761.0,14.25,0,1,0,None
2026-08-01 11:24:00,ws-dev-03,srv-git-enterprise,GIT_SSH_ACCESS,SSH,22,3,1,2,13329.7,2.84,0,1,0,None
2026-08-01 11:25:00,ws-ops-03,sec-siem-collector,HTTPS_MGMT,TCP,443,3,1,2,3486.3,13.53,0,1,0,None
2026-08-01 11:26:00,ws-finance-04,bastion-rdp-01,CAN_RDP_TO,RDP,3389,3,1,2,24582.4,2.52,0,1,0,None
2026-08-01 11:29:00,app-api-gateway,db-prod-erp,SQL_QUERY_CLIENT,TCP,443,1,0,1,3414.3,60.12,0,1,0,None
2026-08-01 11:31:00,ws-finance-01,edge-dmz-proxy,HTTP_PROXY,HTTPS,443,3,2,1,23825.8,2.9,0,1,0,None
2026-08-01 11:32:00,ws-sales-03,edge-dmz-proxy,HTTP_PROXY,HTTPS,443,3,2,1,2349.1,16.82,0,1,0,None
2026-08-01 11:32:00,ws-exec-03,edge-dmz-proxy,HTTP_PROXY,HTTPS,443,3,2,1,12585.0,5.19,0,1,0,None
2026-08-01 11:32:00,ws-hr-03,edge-dmz-proxy,HTTP_PROXY,HTTPS,443,3,2,1,12222.9,4.34,0,1,0,None
2026-08-01 11:33:00,ws-hr-02,srv-file-smb,SMB_SHARE_MOUNT,SMB,445,3,1,2,15765.5,3.74,0,1,0,None
2026-08-01 11:33:00,ws-finance-01,bastion-rdp-01,CAN_RDP_TO,RDP,3389,3,1,2,35612.3,27.64,0,1,0,None
2026-08-01 11:34:00,ws-sales-02,edge-dmz-proxy,HTTP_PROXY,HTTPS,443,3,2,1,887.3,22.88,0,1,0,None
2026-08-01 11:35:00,ws-sales-01,srv-file-smb,SMB_SHARE_MOUNT,SMB,445,3,1,2,6826.9,51.93,0,1,0,None
2026-08-01 11:36:00,ws-dev-01,bastion-ssh-01,CAN_SSH_TO,SSH,22,3,1,2,340.6,30.84,0,1,0,None
2026-08-01 11:38:00,ws-hr-01,edge-dmz-proxy,HTTP_PROXY,HTTPS,443,3,2,1,170.2,0.57,0,1,0,None
2026-08-01 11:38:00,ws-finance-03,edge-dmz-proxy,HTTP_PROXY,HTTPS,443,3,2,1,6089.2,8.25,0,1,0,None
2026-08-01 11:39:00,ws-dev-04,ws-dev-05,LAN_PEER_CONNECTION,SMB/RPC,445,3,3,0,23351.1,50.92,0,1,0,None
2026-08-01 11:41:00,dc-corp-primary,dc-corp-backup,AD_REPLICATION,TCP,443,0,0,0,42294.1,40.07,0,1,0,None
2026-08-01 11:41:00,ws-ops-03,edge-dmz-proxy,HTTP_PROXY,HTTPS,443,3,2,1,199635.9,0.55,0,1,0,None
2026-08-01 11:46:00,ws-finance-04,ws-finance-05,LAN_PEER_CONNECTION,SMB/RPC,445,3,3,0,2145.5,1.02,0,1,0,None
2026-08-01 11:47:00,ws-ops-03,srv-file-smb,SMB_SHARE_MOUNT,SMB,445,3,1,2,1311.7,9.48,0,1,0,None
2026-08-01 11:48:00,ws-dev-01,ws-dev-02,LAN_PEER_CONNECTION,SMB/RPC,445,3,3,0,8684.8,15.15,0,1,0,None
2026-08-01 11:49:00,ws-dev-05,srv-git-enterprise,GIT_SSH_ACCESS,SSH,22,3,1,2,1724.0,4.62,0,1,0,None
2026-08-01 11:50:00,ws-sales-03,ws-sales-04,LAN_PEER_CONNECTION,SMB/RPC,445,3,3,0,1067.1,36.55,0,1,0,None
2026-08-01 11:52:00,ws-hr-04,edge-dmz-proxy,HTTP_PROXY,HTTPS,443,3,2,1,8737.1,2.95,0,1,0,None
2026-08-01 11:53:00,ws-finance-02,bastion-rdp-01,CAN_RDP_TO,RDP,3389,3,1,2,1443.0,1.01,0,1,0,None
2026-08-01 11:53:00,ws-finance-05,bastion-rdp-01,CAN_RDP_TO,RDP,3389,3,1,2,8055.1,14.93,0,1,0,None
2026-08-01 11:55:00,ws-ops-04,srv-file-smb,SMB_SHARE_MOUNT,SMB,445,3,1,2,17038.6,11.29,0,1,0,None
2026-08-01 11:56:00,ws-exec-03,srv-file-smb,SMB_SHARE_MOUNT,SMB,445,3,1,2,101798.9,16.1,0,1,0,None
2026-08-01 11:56:00,ws-finance-01,ws-finance-02,LAN_PEER_CONNECTION,SMB/RPC,445,3,3,0,9247.8,5.23,0,1,0,None
2026-08-01 11:56:00,ws-ops-03,srv-file-smb,SMB_SHARE_MOUNT,SMB,445,3,1,2,7023.1,3.74,0,1,0,None
2026-08-01 11:56:00,ws-hr-03,edge-dmz-proxy,HTTP_PROXY,HTTPS,443,3,2,1,5939.0,14.68,0,1,0,None
2026-08-01 11:57:00,ws-sales-04,srv-file-smb,SMB_SHARE_MOUNT,SMB,445,3,1,2,18203.0,6.11,0,1,0,None
2026-08-01 11:58:00,edge-vpn-gw,firewall-internal,TRAFFIC_ROUTED,TCP,443,2,2,0,8836.7,3.3,0,1,0,None
